date,product,main_contract,main_contract_volume,main_contract_open_interest,close,settle,pre_settle
2026-01-21,IF,IF2603,74116,173409,4722.8,4728.6,4703.4
2026-01-21,IH,IH2603,34230,58489,3073.6,3076.8,3074.0
2026-01-21,IM,IM2603,133027,192142,8231.0,8217.8,8091.0
2026-01-22,IC,IC2603,81239,174152,8400.0,8377.0,8355.8
2026-01-22,IF,IF2603,72080,174304,4719.4,4716.4,4728.6
2026-01-22,IH,IH2603,33606,59009,3061.2,3058.0,3076.8
2026-01-22,IM,IM2603,104669,186587,8292.6,8263.8,8217.8
2026-01-23,IC,IC2603,103171,179892,8658.2,8618.0,8377.0
2026-01-23,IF,IF2603,84474,173887,4709.2,4714.4,4716.4
2026-01-23,IH,IH2603,38693,63802,3037.8,3042.4,3058.0
2026-01-23,IM,IM2603,128628,195577,8516.6,8479.4,8263.8
2026-01-26,IC,IC2603,128932,174418,8470.0,8493.0,8618.0
2026-01-26,IF,IF2603,112956,191907,4719.4,4727.8,4714.4
2026-01-26,IH,IH2603,52871,70243,3058.2,3064.0,3042.4
2026-01-26,IM,IM2603,160156,191679,8289.2,8311.6,8479.4
2026-01-27,IC,IC2603,121961,173219,8547.6,8564.0,8493.0
2026-01-27,IF,IF2603,87568,178212,4718.2,4729.6,4727.8
2026-01-27,IH,IH2603,41275,66049,3064.0,3070.2,3064.0
2026-01-27,IM,IM2603,158438,191923,8357.2,8364.8,8311.6
2026-01-28,IC,IC2603,94115,167295,8622.0,8617.4,8564.0
2026-01-28,IF,IF2603,84387,185840,4732.8,4736.4,4729.6
2026-01-28,IH,IH2603,38337,67766,3069.8,3070.6,3070.2
2026-01-28,IM,IM2603,114744,180338,8377.8,8373.0,8364.8
2026-01-29,IC,IC2603,115687,170962,8517.6,8539.0,8617.4
2026-01-29,IF,IF2603,99189,184884,4784.0,4774.0,4736.4
2026-01-29,IH,IH2603,51786,73669,3130.4,3125.2,3070.6
2026-01-29,IM,IM2603,147818,196369,8329.0,8330.2,8373.0
2026-01-30,IC,IC2603,137793,163697,8362.4,8378.4,8539.0
2026-01-30,IF,IF2603,108273,186373,4711.0,4719.6,4774.0
2026-01-30,IH,IH2603,48327,70443,3074.0,3075.8,3125.2
2026-01-30,IM,IM2603,167342,191798,8260.6,8259.4,8330.2
2026-02-02,IC,IC2603,151002,153481,7903.2,7977.0,8378.4
2026-02-02,IF,IF2603,110802,174613,4577.4,4594.0,4719.6
2026-02-02,IH,IH2603,53829,66246,3004.2,3005.6,3075.8
2026-02-02,IM,IM2603,173821,194848,7871.8,7954.8,8259.4
2026-02-03,IC,IC2603,122145,151098,8282.0,8273.2,7977.0
2026-02-03,IF,IF2603,82004,170254,4653.0,4651.2,4594.0
2026-02-03,IH,IH2603,39958,62777,3033.0,3029.6,3005.6
2026-02-03,IM,IM2603,150161,189544,8183.0,8190.8,7954.8
2026-02-04,IC,IC2603,100543,145579,8313.6,8268.4,8273.2
2026-02-04,IF,IF2603,65238,159248,4693.6,4681.6,4651.2
2026-02-04,IH,IH2603,33658,59111,3071.8,3065.8,3029.6
2026-02-04,IM,IM2603,136596,186743,8203.4,8163.6,8190.8
2026-02-05,IC,IC2603,112281,149924,8120.2,8136.8,8268.4
2026-02-05,IF,IF2603,70168,161588,4665.2,4667.0,4681.6
2026-02-05,IH,IH2603,36122,60257,3061.4,3060.6,3065.8
2026-02-05,IM,IM2603,142554,186934,8039.8,8056.6,8163.6
2026-02-06,IC,IC2603,113205,146089,8117.4,8176.4,8136.8
2026-02-06,IF,IF2603,70073,156652,4637.6,4656.4,4667.0
2026-02-06,IH,IH2603,34178,59121,3036.2,3045.4,3060.6
2026-02-06,IM,IM2603,147053,187915,7990.8,8057.4,8056.6
2026-02-09,IC,IC2603,76113,138576,8311.6,8302.2,8176.4
2026-02-09,IF,IF2603,51368,154559,4721.2,4717.8,4656.4
2026-02-09,IH,IH2603,26188,57290,3084.0,3082.2,3045.4
2026-02-09,IM,IM2603,112370,179169,8232.6,8216.6,8057.4
2026-02-10,IC,IC2603,54914,134825,8290.8,8300.4,8302.2
2026-02-10,IF,IF2603,40264,151713,4724.0,4720.6,4717.8
2026-02-10,IH,IH2603,19831,56334,3093.6,3088.8,3082.2
2026-02-10,IM,IM2603,82316,175231,8229.0,8239.8,8216.6
2026-02-11,IC,IC2603,59866,135346,8336.4,8336.6,8300.4
2026-02-11,IF,IF2603,37735,150599,4714.8,4712.6,4720.6
2026-02-11,IH,IH2603,20318,56814,3091.4,3092.4,3088.8
2026-02-11,IM,IM2603,81851,180217,8241.0,8244.4,8239.8
2026-02-12,IC,IC2603,69413,142445,8448.8,8445.8,8336.6
2026-02-12,IF,IF2603,44769,152334,4716.8,4717.4,4712.6
2026-02-12,IH,IH2603,20263,56888,3083.0,3083.6,3092.4
2026-02-12,IM,IM2603,96452,187061,8338.0,8334.6,8244.4
2026-02-13,IC,IC2603,81351,140501,8274.8,8296.4,8445.8
2026-02-13,IF,IF2603,71794,156477,4627.0,4639.6,4717.4
2026-02-13,IH,IH2603,38269,63684,3020.0,3030.2,3083.6
2026-02-13,IM,IM2603,114424,185460,8189.0,8213.4,8334.6
2026-02-24,IC,IC2603,73322,139597,8371.6,8383.4,8296.4
2026-02-24,IF,IF2603,60004,148797,4683.4,4688.6,4639.6
2026-02-24,IH,IH2603,26420,60075,3037.4,3039.6,3030.2
2026-02-24,IM,IM2603,105984,188594,8271.0,8285.4,8213.4
2026-02-25,IC,IC2603,77377,143448,8529.0,8518.2,8383.4
2026-02-25,IF,IF2603,69805,158505,4731.4,4731.0,4688.6
2026-02-25,IH,IH2603,34880,63395,3058.2,3058.0,3039.6
2026-02-25,IM,IM2603,111192,188683,8405.6,8401.8,8285.4
2026-02-26,IC,IC2603,68251,136686,8537.4,8533.6,8518.2
2026-02-26,IF,IF2603,55890,145477,4712.2,4709.6,4731.0
2026-02-26,IH,IH2603,28704,60209,3034.6,3032.2,3058.0
2026-02-26,IM,IM2603,97454,176096,8443.4,8442.0,8401.8
2026-02-27,IC,IC2603,78564,138970,8645.4,8633.0,8533.6
2026-02-27,IF,IF2603,54648,146645,4713.8,4708.0,4709.6
2026-02-27,IH,IH2603,28262,59512,3045.4,3043.4,3032.2
2026-02-27,IM,IM2603,100970,177180,8531.4,8521.6,8442.0
2026-03-02,IC,IC2603,105223,143041,8627.0,8632.6,8633.0
2026-03-02,IF,IF2603,83457,150445,4711.2,4712.0,4708.0
2026-03-02,IH,IH2603,41055,61541,3045.8,3044.2,3043.4
2026-03-02,IM,IM2603,142245,181019,8423.8,8430.0,8521.6
2026-03-03,IC,IC2603,150232,148457,8266.2,8270.2,8632.6
2026-03-03,IF,IF2603,107068,145903,4651.4,4644.8,4712.0
2026-03-03,IH,IH2603,52257,62121,3019.0,3012.4,3044.2
2026-03-03,IM,IM2603,179978,185852,8129.4,8137.8,8430.0
2026-03-04,IC,IC2603,121611,134589,8219.4,8223.4,8270.2
2026-03-04,IF,IF2603,88154,140207,4591.0,4586.0,4644.8
2026-03-04,IH,IH2603,44988,60625,2972.2,2971.6,3012.4
2026-03-04,IM,IM2603,155033,179738,8064.2,8062.6,8137.8
2026-03-05,IC,IC2603,100813,125426,8255.6,8226.2,8223.4
2026-03-05,IF,IF2603,70882,129380,4629.0,4618.2,4586.0
2026-03-05,IH,IH2603,29445,53581,2987.0,2981.4,2971.6
2026-03-05,IM,IM2603,136165,166348,8130.0,8098.4,8062.6
2026-03-06,IC,IC2603,81441,116622,8322.6,8329.2,8226.2
2026-03-06,IF,IF2603,60163,123388,4646.0,4649.8,4618.2
2026-03-06,IH,IH2603,27964,53774,2990.0,2991.4,2981.4
2026-03-06,IM,IM2603,109207,153991,8211.8,8214.2,8098.4
2026-03-09,IC,IC2603,116276,122938,8267.0,8264.0,8329.2
2026-03-09,IF,IF2603,91988,132182,4599.2,4603.2,4649.8
2026-03-09,IH,IH2603,41318,56117,2962.4,2963.6,2991.4
2026-03-09,IM,IM2603,168105,168610,8191.0,8183.6,8214.2
2026-03-10,IC,IC2603,83464,107374,8393.6,8385.0,8264.0
2026-03-10,IF,IF2603,57102,114486,4664.0,4665.2,4603.2
2026-03-10,IH,IH2603,25641,50591,2981.4,2982.4,2963.6
2026-03-10,IM,IM2603,108844,140221,8313.6,8308.4,8183.6
2026-03-11,IC,IC2603,60985,97524,8360.0,8371.0,8385.0
2026-03-11,IF,IF2603,51049,107580,4687.0,4685.2,4665.2
2026-03-11,IH,IH2603,19995,48141,2983.8,2983.8,2982.4
2026-03-11,IM,IM2603,89616,133840,8313.0,8317.2,8308.4
2026-03-12,IC,IC2603,70893,95250,8301.0,8308.8,8371.0
2026-03-12,IF,IF2603,57171,101734,4658.4,4661.6,4685.2
2026-03-12,IH,IH2603,24548,48157,2966.4,2968.2,2983.8
2026-03-12,IM,IM2603,105033,131145,8277.2,8279.0,8317.2
2026-03-13,IC,IC2603,73173,89653,8213.8,8229.8,8308.8
2026-03-13,IF,IF2603,58457,98275,4658.0,4659.8,4661.6
2026-03-13,IH,IH2603,22688,45092,2957.0,2959.6,2968.2
2026-03-13,IM,IM2603,112502,126038,8187.0,8204.0,8279.0
2026-03-16,IC,IC2603,81995,84448,8178.4,8167.2,8229.8
2026-03-16,IF,IF2603,67565,89335,4662.8,4661.8,4659.8
2026-03-16,IH,IH2603,32801,42749,2952.0,2953.2,2959.6
2026-03-16,IM,IM2603,112837,114967,8187.0,8179.2,8204.0
2026-03-17,IC,IC2603,72130,69093,8000.0,8024.4,8167.2
2026-03-17,IF,IF2603,72312,78883,4628.8,4644.8,4661.8
2026-03-17,IH,IH2603,34019,33412,2962.0,2970.0,2953.2
2026-03-17,IM,IM2603,109515,100638,8014.0,8025.8,8179.2
2026-03-18,IC,IC2603,65267,56289,8086.0,8078.0,8024.4
2026-03-18,IF,IF2603,64108,57806,4651.4,4647.6,4644.8
2026-03-18,IH,IH2603,25304,27842,2958.6,2958.4,2970.0
2026-03-18,IM,IM2603,103417,76840,8080.4,8077.6,8025.8
2026-03-19,IC,IC2606,91263,149158,7671.0,7648.4,7891.0
2026-03-19,IF,IF2606,59055,139631,4502.2,4499.2,4572.2
2026-03-19,IH,IH2606,27807,53932,2893.8,2893.2,2941.4
2026-03-19,IM,IM2606,126183,185709,7681.0,7656.6,7848.8
2026-03-20,IC,IC2606,104148,154680,7559.4,7606.2,7648.4
2026-03-20,IF,IF2606,64425,142275,4486.4,4504.8,4499.2
2026-03-20,IH,IH2606,30791,57522,2865.8,2874.6,2893.2
2026-03-20,IM,IM2606,152013,199728,7560.0,7612.6,7656.6
2026-03-23,IC,IC2606,130671,162386,7235.0,7213.4,7606.2
2026-03-23,IF,IF2606,89178,150376,4344.4,4327.2,4504.8
2026-03-23,IH,IH2606,44549,64551,2776.0,2764.6,2874.6
2026-03-23,IM,IM2606,197317,213893,7190.0,7166.0,7612.6
2026-03-24,IC,IC2606,118729,157694,7409.6,7369.8,7213.4
2026-03-24,IF,IF2606,66297,141342,4388.4,4379.6,4327.2
2026-03-24,IH,IH2606,32738,58708,2810.6,2807.4,2764.6
2026-03-24,IM,IM2606,182407,208156,7387.2,7350.2,7166.0
2026-03-25,IC,IC2606,106784,153518,7530.0,7549.4,7369.8
2026-03-25,IF,IF2606,58835,140576,4450.0,4449.6,4379.6
2026-03-25,IH,IH2606,27357,56159,2830.0,2832.4,2807.4
2026-03-25,IM,IM2606,139630,194128,7477.4,7490.0,7350.2
2026-03-26,IC,IC2606,82703,149308,7413.8,7425.8,7549.4
2026-03-26,IF,IF2606,49467,137239,4396.0,4395.8,4449.6
2026-03-26,IH,IH2606,22496,55466,2804.8,2803.6,2832.4
2026-03-26,IM,IM2606,121731,197017,7375.6,7385.4,7490.0
2026-03-27,IC,IC2606,94768,153449,7559.2,7541.2,7425.8
2026-03-27,IF,IF2606,52315,140907,4427.4,4428.4,4395.8
2026-03-27,IH,IH2606,25549,56140,2814.4,2816.8,2803.6
2026-03-27,IM,IM2606,142109,198341,7523.8,7502.0,7385.4
2026-03-30,IC,IC2606,98144,150647,7560.6,7555.8,7541.2
2026-03-30,IF,IF2606,55057,137054,4414.0,4409.8,4428.4
2026-03-30,IH,IH2606,26457,55729,2812.4,2813.2,2816.8
2026-03-30,IM,IM2606,146546,199034,7509.4,7506.0,7502.0
2026-03-31,IC,IC2606,99001,154924,7425.0,7438.4,7555.8
2026-03-31,IF,IF2606,57873,139291,4375.8,4379.2,4409.8
2026-03-31,IH,IH2606,28712,55483,2804.0,2809.0,2813.2
2026-03-31,IM,IM2606,146234,201094,7379.4,7381.6,7506.0
2026-04-01,IC,IC2606,91572,150714,7565.8,7561.4,7438.4
2026-04-01,IF,IF2606,53071,136771,4448.2,4445.8,4379.2
2026-04-01,IH,IH2606,26208,54582,2853.8,2856.4,2809.0
2026-04-01,IM,IM2606,133854,196543,7518.6,7514.4,7381.6
2026-04-02,IC,IC2606,93435,153081,7409.6,7378.0,7561.4
2026-04-02,IF,IF2606,53008,138037,4390.2,4380.0,4445.8
2026-04-02,IH,IH2606,24390,53206,2827.6,2820.0,2856.4
2026-04-02,IM,IM2606,133318,204065,7371.6,7345.6,7514.4
2026-04-03,IC,IC2606,78708,145457,7352.0,7358.6,7378.0
2026-04-03,IF,IF2606,46962,134794,4362.2,4357.2,4380.0
2026-04-03,IH,IH2606,20645,51815,2804.4,2804.0,2820.0
2026-04-03,IM,IM2606,131935,200101,7309.4,7324.2,7345.6
2026-04-07,IC,IC2606,70619,145512,7388.8,7391.2,7358.6
2026-04-07,IF,IF2606,39916,134908,4360.0,4365.0,4357.2
2026-04-07,IH,IH2606,19156,53412,2798.4,2801.8,2804.0
2026-04-07,IM,IM2606,113811,193891,7376.6,7379.2,7324.2
2026-04-08,IC,IC2606,107885,160623,7831.8,7807.0,7391.2
2026-04-08,IF,IF2606,72939,142547,4539.6,4532.4,4365.0
2026-04-08,IH,IH2606,34721,58098,2886.0,2883.2,2801.8
2026-04-08,IM,IM2606,142337,202176,7778.0,7762.6,7379.2
2026-04-09,IC,IC2606,77423,148538,7748.8,7745.4,7807.0
2026-04-09,IF,IF2606,44564,133719,4500.0,4496.6,4532.4
2026-04-09,IH,IH2606,21510,52852,2860.6,2859.0,2883.2
2026-04-09,IM,IM2606,102250,191098,7709.4,7711.4,7762.6
2026-04-10,IC,IC2606,92493,156816,7828.6,7846.8,7745.4
2026-04-10,IF,IF2606,59681,140107,4562.0,4573.4,4496.6
2026-04-10,IH,IH2606,26301,54272,2873.2,2878.0,2859.0
2026-04-10,IM,IM2606,116023,197340,7785.8,7803.0,7711.4
2026-04-13,IC,IC2606,69300,147814,7808.8,7820.8,7846.8
2026-04-13,IF,IF2606,44872,132738,4570.6,4572.0,4573.4
2026-04-13,IH,IH2606,20189,50725,2873.0,2872.2,2878.0
2026-04-13,IM,IM2606,96412,188693,7795.6,7800.8,7803.0
2026-04-14,IC,IC2606,86041,156963,7938.4,7907.2,7820.8
2026-04-14,IF,IF2606,54260,139985,4639.6,4620.6,4572.0
2026-04-14,IH,IH2606,23638,53443,2898.4,2891.4,2872.2
2026-04-14,IM,IM2606,119386,198017,7913.0,7883.2,7800.8
2026-04-15,IC,IC2606,80222,152519,7904.0,7915.4,7907.2
2026-04-15,IF,IF2606,53963,139812,4625.2,4626.6,4620.6
2026-04-15,IH,IH2606,24050,51801,2907.6,2910.4,2891.4
2026-04-15,IM,IM2606,106521,190136,7904.6,7908.4,7883.2
2026-04-16,IC,IC2606,84522,158421,8065.0,8064.2,7915.4
2026-04-16,IF,IF2606,53861,141692,4677.8,4677.6,4626.6
2026-04-16,IH,IH2606,23772,54191,2920.0,2921.6,2910.4
2026-04-16,IM,IM2606,114952,201376,8052.2,8053.8,7908.4
2026-04-17,IC,IC2606,72169,151472,8098.8,8089.6,8064.2
2026-04-17,IF,IF2606,48719,139296,4667.0,4665.8,4677.6
2026-04-17,IH,IH2606,24673,55456,2888.0,2892.0,2921.6
2026-04-17,IM,IM2606,116651,199118,8132.0,8130.6,8053.8
2026-04-20,IC,IC2606,74383,158814,8146.2,8155.8,8089.6
2026-04-20,IF,IF2606,54531,144611,4696.6,4694.0,4665.8
2026-04-20,IH,IH2606,24765,56749,2918.0,2914.4,2892.0
2026-04-20,IM,IM2606,101568,197522,8159.2,8171.2,8130.6
2026-04-21,IC,IC2606,68719,150214,8124.4,8125.0,8155.8
2026-04-21,IF,IF2606,48681,138220,4707.8,4705.0,4694.0
2026-04-21,IH,IH2606,22752,55951,2916.6,2915.8,2914.4
2026-04-21,IM,IM2606,98498,193709,8170.0,8164.0,8171.2
2026-04-22,IC,IC2606,75950,153427,8264.2,8240.2,8125.0
2026-04-22,IF,IF2606,51772,141181,4744.8,4737.4,4705.0
2026-04-22,IH,IH2606,23286,57449,2917.8,2913.4,2915.8
2026-04-22,IM,IM2606,115334,202394,8322.8,8301.6,8164.0
2026-04-23,IC,IC2606,99438,159238,8177.0,8166.4,8240.2
2026-04-23,IF,IF2606,70330,141725,4724.4,4720.2,4737.4
2026-04-23,IH,IH2606,34040,60680,2911.2,2909.6,2913.4
2026-04-23,IM,IM2606,150090,209404,8219.2,8206.0,8301.6
2026-04-24,IC,IC2606,97813,154408,8132.8,8158.8,8166.4
2026-04-24,IF,IF2606,60653,138176,4713.6,4721.0,4720.2
2026-04-24,IH,IH2606,33589,58743,2929.0,2929.8,2909.6
2026-04-24,IM,IM2606,143941,209086,8163.0,8194.8,8206.0
2026-04-27,IC,IC2606,68000,147106,8186.4,8185.4,8158.8
2026-04-27,IF,IF2606,47578,136394,4715.6,4715.2,4721.0
2026-04-27,IH,IH2606,25131,57744,2922.4,2921.0,2929.8
2026-04-27,IM,IM2606,104876,201381,8199.2,8201.6,8194.8
2026-04-28,IC,IC2606,77268,151485,8094.6,8085.8,8185.4
2026-04-28,IF,IF2606,50106,136927,4702.4,4698.2,4715.2
2026-04-28,IH,IH2606,26735,57936,2930.2,2929.0,2921.0
2026-04-28,IM,IM2606,125973,208766,8103.6,8090.0,8201.6
2026-04-29,IC,IC2606,83644,152310,8270.0,8268.4,8085.8
2026-04-29,IF,IF2606,58415,141827,4766.0,4766.2,4698.2
2026-04-29,IH,IH2606,29356,59379,2947.0,2948.4,2929.0
2026-04-29,IM,IM2606,122459,205283,8246.0,8254.8,8090.0
2026-04-30,IC,IC2606,65947,148167,8270.0,8265.2,8268.4
2026-04-30,IF,IF2606,48678,137863,4763.4,4761.4,4766.2
2026-04-30,IH,IH2606,28891,59217,2968.8,2965.2,2948.4
2026-04-30,IM,IM2606,100591,201984,8279.2,8273.8,8254.8
2026-05-06,IC,IC2606,82861,159098,8497.6,8509.8,8265.2
2026-05-06,IF,IF2606,65439,149562,4839.4,4840.2,4761.4
2026-05-06,IH,IH2606,32480,61146,3007.6,3008.0,2965.2
2026-05-06,IM,IM2606,125707,209410,8461.6,8480.4,8273.8
2026-05-07,IC,IC2606,66653,152162,8624.8,8623.4,8509.8
2026-05-07,IF,IF2606,47821,139375,4862.4,4862.6,4840.2
2026-05-07,IH,IH2606,23396,58594,3012.0,3011.4,3008.0
2026-05-07,IM,IM2606,105701,203897,8627.6,8624.6,8480.4
2026-05-08,IC,IC2606,66400,152876,8620.8,8619.2,8623.4
2026-05-08,IF,IF2606,48802,142019,4836.8,4832.8,4862.6
2026-05-08,IH,IH2606,29243,59388,2981.6,2981.4,3011.4
2026-05-08,IM,IM2606,104560,202338,8642.2,8645.4,8624.6
2026-05-11,IC,IC2606,92144,162230,8738.6,8752.2,8619.2
2026-05-11,IF,IF2606,69715,148526,4912.6,4917.0,4832.8
2026-05-11,IH,IH2606,37231,62362,3022.8,3022.8,2981.4
2026-05-11,IM,IM2606,132269,213675,8723.0,8745.6,8645.4
2026-05-12,IC,IC2606,80291,153875,8695.4,8701.4,8752.2
2026-05-12,IF,IF2606,56132,143740,4911.6,4909.2,4917.0
2026-05-12,IH,IH2606,29636,59214,3029.2,3025.8,3022.8
2026-05-12,IM,IM2606,118147,202384,8701.8,8700.8,8745.6
2026-05-13,IC,IC2606,92744,161610,8850.2,8838.8,8701.4
2026-05-13,IF,IF2606,67401,151660,4968.8,4960.4,4909.2
2026-05-13,IH,IH2606,34283,62374,3033.0,3031.0,3025.8
2026-05-13,IM,IM2606,140651,222170,8870.6,8856.8,8700.8
2026-05-14,IC,IC2606,133564,172900,8608.0,8660.2,8838.8
2026-05-14,IF,IF2606,87614,152082,4884.4,4904.0,4960.4
2026-05-14,IH,IH2606,40676,63848,2984.6,2994.0,3031.0
2026-05-14,IM,IM2606,183972,227104,8689.8,8743.8,8856.8
2026-05-15,IC,IC2606,155372,176456,8448.8,8429.8,8660.2
2026-05-15,IF,IF2606,99176,160730,4824.0,4812.6,4904.0
2026-05-15,IH,IH2606,47469,65623,2945.0,2938.0,2994.0
2026-05-15,IM,IM2606,225763,244556,8582.6,8563.2,8743.8
2026-05-18,IC,IC2606,103844,163811,8479.2,8443.4,8429.8
2026-05-18,IF,IF2606,68281,149184,4802.0,4783.6,4812.6
2026-05-18,IH,IH2606,35898,61829,2922.4,2913.0,2938.0
2026-05-18,IM,IM2606,163728,232393,8632.6,8594.2,8563.2
2026-05-19,IC,IC2606,118465,168041,8535.2,8519.4,8443.4
2026-05-19,IF,IF2606,72772,148652,4813.2,4801.4,4783.6
2026-05-19,IH,IH2606,35436,61038,2931.4,2925.4,2913.0
2026-05-19,IM,IM2606,178213,239001,8718.6,8692.4,8594.2
2026-05-20,IC,IC2606,108580,157070,8573.8,8556.6,8519.4
2026-05-20,IF,IF2606,64757,138798,4806.6,4805.6,4801.4
2026-05-20,IH,IH2606,32283,57278,2934.8,2933.2,2925.4
2026-05-20,IM,IM2606,170932,222868,8705.0,8682.4,8692.4
2026-05-21,IC,IC2606,146781,171761,8326.8,8404.6,8556.6
2026-05-21,IF,IF2606,99519,150080,4743.0,4776.6,4805.6
2026-05-21,IH,IH2606,47227,63395,2903.8,2919.6,2933.2
2026-05-21,IM,IM2606,217179,233286,8438.2,8507.2,8682.4
2026-05-22,IC,IC2606,119676,160416,8469.2,8493.0,8404.6
2026-05-22,IF,IF2606,71603,138493,4788.2,4798.6,4776.6
2026-05-22,IH,IH2606,36248,58951,2899.2,2904.6,2919.6
2026-05-22,IM,IM2606,189189,229122,8589.8,8609.0,8507.2
2026-05-25,IC,IC2606,106542,156252,8582.8,8581.4,8493.0
2026-05-25,IF,IF2606,69836,136285,4852.6,4855.8,4798.6
2026-05-25,IH,IH2606,38202,58574,2943.2,2942.8,2904.6
2026-05-25,IM,IM2606,158385,214502,8661.4,8672.8,8609.0
2026-05-26,IC,IC2606,117245,154423,8565.0,8523.0,8581.4
2026-05-26,IF,IF2606,81237,138238,4899.2,4881.2,4855.8
2026-05-26,IH,IH2606,37153,56070,2955.6,2946.8,2942.8
2026-05-26,IM,IM2606,181186,220892,8596.0,8547.0,8672.8
2026-05-27,IC,IC2606,131059,158225,8415.8,8418.8,8523.0
2026-05-27,IF,IF2606,79957,132712,4857.2,4856.0,4881.2
2026-05-27,IH,IH2606,47101,61355,2910.8,2910.8,2946.8
2026-05-27,IM,IM2606,189151,212514,8441.2,8430.4,8547.0
2026-05-28,IC,IC2606,118479,149597,8458.0,8475.6,8418.8
2026-05-28,IF,IF2606,79535,132476,4856.0,4862.0,4856.0
2026-05-28,IH,IH2606,38210,58094,2890.4,2893.4,2910.8
2026-05-28,IM,IM2606,189036,215868,8524.4,8540.8,8430.4
2026-05-29,IC,IC2606,126854,153227,8274.6,8250.6,8475.6
2026-05-29,IF,IF2606,88557,133075,4847.8,4844.8,4862.0
2026-05-29,IH,IH2606,43547,61644,2900.6,2895.8,2893.4
2026-05-29,IM,IM2606,207672,215444,8344.8,8317.2,8540.8
2026-06-01,IC,IC2606,109411,144727,8225.2,8228.2,8250.6
2026-06-01,IF,IF2606,80836,128739,4811.0,4810.4,4844.8
2026-06-01,IH,IH2606,34909,56607,2880.2,2879.2,2895.8
2026-06-01,IM,IM2606,185978,219745,8305.8,8316.0,8317.2
2026-06-02,IC,IC2606,107090,144138,8260.4,8273.2,8228.2
2026-06-02,IF,IF2606,80922,127141,4878.6,4883.4,4810.4
2026-06-02,IH,IH2606,36581,57406,2902.8,2905.4,2879.2
2026-06-02,IM,IM2606,175916,210218,8324.6,8337.0,8316.0
2026-06-03,IC,IC2606,106019,137771,8314.2,8301.8,8273.2
2026-06-03,IF,IF2606,87841,127750,4913.8,4903.4,4883.4
2026-06-03,IH,IH2606,36499,54284,2907.8,2906.6,2905.4
2026-06-03,IM,IM2606,172909,201325,8368.4,8359.4,8337.0
2026-06-04,IC,IC2606,85473,133836,8300.2,8299.2,8301.8
2026-06-04,IF,IF2606,68628,117531,4871.0,4870.6,4903.4
2026-06-04,IH,IH2606,30896,52837,2871.8,2872.4,2906.6
2026-06-04,IM,IM2606,131965,191874,8354.8,8350.6,8359.4
2026-06-05,IC,IC2606,114107,140622,8190.6,8202.6,8299.2
2026-06-05,IF,IF2606,86654,122663,4776.8,4786.2,4870.6
2026-06-05,IH,IH2606,40601,57634,2844.0,2849.0,2872.4
2026-06-05,IM,IM2606,181451,200773,8291.8,8298.6,8350.6
2026-06-08,IC,IC2606,126464,138659,7935.0,7917.0,8202.6
2026-06-08,IF,IF2606,89286,118426,4682.6,4679.0,4786.2
2026-06-08,IH,IH2606,41918,56466,2813.0,2808.4,2849.0
2026-06-08,IM,IM2606,200287,201883,8072.8,8046.4,8298.6
2026-06-09,IC,IC2606,97714,124794,8112.4,8106.2,7917.0
2026-06-09,IF,IF2606,69069,109772,4743.6,4742.4,4679.0
2026-06-09,IH,IH2606,33269,54225,2817.2,2818.4,2808.4
2026-06-09,IM,IM2606,160340,177843,8233.4,8237.2,8046.4
2026-06-10,IC,IC2606,96266,124545,8024.2,8006.4,8106.2
2026-06-10,IF,IF2606,68264,104272,4721.4,4715.0,4742.4
2026-06-10,IH,IH2606,35694,52108,2833.8,2835.4,2818.4
2026-06-10,IM,IM2606,154308,177936,8162.2,8147.0,8237.2
2026-06-11,IC,IC2606,96052,120366,7990.8,7965.2,8006.4
2026-06-11,IF,IF2606,68305,101097,4693.4,4677.4,4715.0
2026-06-11,IH,IH2606,28621,47978,2835.8,2830.8,2835.4
2026-06-11,IM,IM2606,149516,171821,8126.4,8094.8,8147.0
2026-06-12,IC,IC2606,101801,112831,8117.2,8111.2,7965.2
2026-06-12,IF,IF2606,76249,94540,4769.8,4766.4,4677.4
2026-06-12,IH,IH2606,40456,48977,2897.2,2892.8,2830.8
2026-06-12,IM,IM2606,146950,158171,8196.8,8191.8,8094.8
2026-06-15,IC,IC2606,100068,104498,8384.8,8355.8,8111.2
2026-06-15,IF,IF2606,74674,83327,4880.0,4865.2,4766.4
2026-06-15,IH,IH2606,39731,43628,2938.6,2931.0,2892.8
2026-06-15,IM,IM2606,134896,137607,8475.2,8453.4,8191.8
2026-06-16,IC,IC2606,80075,84052,8475.8,8478.2,8355.8
2026-06-16,IF,IF2606,60182,67700,4875.2,4878.0,4865.2
2026-06-16,IH,IH2606,30100,33766,2911.0,2914.2,2931.0
2026-06-16,IM,IM2606,124372,116720,8602.4,8609.6,8453.4
2026-06-17,IC,IC2606,68652,65953,8613.2,8583.6,8478.2
2026-06-17,IF,IF2606,55239,54429,4928.0,4907.4,4878.0
2026-06-17,IH,IH2606,25807,27831,2935.0,2926.6,2914.2
2026-06-17,IM,IM2606,98806,86061,8695.0,8660.8,8609.6
2026-06-18,IC,IC2609,88410,162104,8517.4,8513.6,8400.4
2026-06-18,IF,IF2609,61213,147088,4862.8,4853.4,4802.0
2026-06-18,IH,IH2609,28121,64125,2899.8,2898.6,2885.6
2026-06-18,IM,IM2609,114746,204527,8510.0,8505.6,8414.0
