block,mkt,code,name,last_date,close,pct_chg,chg5,chg10,chg20,trend,ma5,ma10,ma20,ma60,vs_ma20,vs_ma60,ma20_slope,dif,dea,macd_bar,macd_cross5,bar_seq5,dif_above0,rsi6,rsi14,kdj_k,kdj_d,kdj_j,boll_pos,boll_up,boll_lo,vol_ratio,vol5_vs20,turnover,hi20,lo20,sup20,res20,hi60,lo60,from_hi60,range_pos60,limitups_20,pv_diverge,shrink_pullback,stale,ex_gaps_recent,w_bars,w_close,w_ma5,w_ma10,w_ma20,w_vs_ma10,w_vs_ma20,w_ma10_slope,w_trend,w_dif,w_macd_bar,w_macd_cross5,w_dif_above0,w_hi20,w_lo20,w_from_hi20,w_pos20,w_new_high20,w_sup,w_res,w_vol_prev8,w_vol_ratio_raw,w_partial,w_days,w_note,resonance,error
AI硬件,SH,688668,鼎通科技,20260924,232.0,-5.26,-10.9,-9.6,-13.8,震荡,253.33,253.17,256.61,258.21,-9.6,-10.2,0.1,-2.187,-0.266,-3.841,死叉(2日前),"2.195,2.631,1.212,-0.910,-3.841",False,26.3,40.4,32.1,47.0,2.3,-15.0,275.66,237.55,1.01,1.02,3.14,276.62,232.0,232.0,276.62,366.18,171.21,-36.6,31.0,0,False,False,False,20240527:-28.0%,295,232.0,251.8,244.02,288.66,-4.9,-19.6,-10.1,周线偏空,10.262,-22.376,,True,444.0,171.21,-47.7,22.0,False,244.02,444.0,25890008.8,0.69,True,4,,双周期偏弱,
AI硬件,SZ,002851,麦格米特,20260924,122.61,-0.2,1.2,-4.1,-4.0,震荡,124.01,122.67,124.49,128.54,-1.5,-4.6,0.0,-0.885,-0.902,0.036,金叉(5日前),"0.017,0.242,0.158,0.095,0.036",False,45.9,47.9,47.4,43.7,54.9,37.0,131.94,117.04,1.44,0.94,8.35,139.6,116.16,116.16,139.6,176.53,96.77,-30.5,32.0,0,False,False,False,20190523:-34.5%;20180522:-33.6%,473,122.61,124.45,123.48,133.87,-0.7,-8.4,-8.2,周线偏空,2.691,-6.141,,True,189.98,96.77,-35.5,28.0,False,123.48,189.98,148478527.2,0.69,True,4,,双周期偏弱,
AI硬件,SZ,002536,飞龙股份,20260924,50.67,-3.06,-5.0,-5.7,-6.6,震荡,52.51,53.03,54.86,48.94,-7.6,3.5,1.1,0.863,1.741,-1.755,,"-1.350,-1.333,-1.508,-1.563,-1.755",True,28.2,46.5,20.7,27.4,7.3,13.0,60.59,49.12,0.5,0.7,5.01,63.97,50.3,50.3,63.97,63.97,30.91,-20.8,60.0,1,False,True,False,20190620:-39.6%;20160329:-66.4%,804,50.67,53.84,48.12,46.99,5.3,7.8,2.9,周线偏多,4.6,0.351,周金叉(4周前),True,63.97,30.91,-20.8,60.0,False,48.12,63.97,263647758.2,0.59,True,4,,周多日震(回踩确认),
AI硬件,SZ,300757,罗博特科,20260924,565.86,-5.37,-6.9,-11.4,2.5,震荡,602.22,607.55,602.16,515.8,-6.0,9.7,3.8,18.545,26.622,-16.154,,"-3.528,-4.468,-7.287,-10.226,-16.154",True,25.4,46.4,18.7,32.4,-8.8,19.0,660.49,543.83,0.9,0.87,3.21,660.0,531.12,531.12,660.0,660.0,353.49,-14.3,69.0,0,False,False,False,20240613:-29.3%,392,565.86,585.43,528.53,549.08,7.1,3.1,7.9,周线偏多,39.278,2.496,周金叉(2周前),True,714.0,353.49,-20.7,59.0,False,528.53,714.0,34738974.5,0.56,True,4,,周多日震(回踩确认),
AI硬件,SH,688627,精智达,20260924,458.05,-3.57,-5.8,-2.3,-10.8,震荡,480.79,473.15,477.42,493.59,-4.1,-7.2,0.3,-2.285,-2.243,-0.083,死叉(1日前),"5.355,5.971,4.555,3.109,-0.083",False,37.4,45.7,48.2,54.4,36.0,25.0,516.19,438.65,0.49,0.77,2.21,533.91,433.51,433.51,533.91,675.0,368.01,-32.1,29.0,0,False,True,False,,164,458.05,469.76,470.15,477.45,-2.6,-4.1,-9.4,周线偏空,41.751,-26.379,,True,736.36,296.58,-37.8,37.0,False,470.15,736.36,25374593.4,0.43,True,4,,双周期偏弱,
AI硬件,SH,600378,昊华科技,20260924,45.09,-3.65,-4.5,-6.5,-7.0,震荡,46.94,46.82,47.89,48.76,-5.8,-7.5,0.8,-0.387,-0.275,-0.224,死叉(1日前),"0.145,0.185,0.118,0.041,-0.224",False,33.2,44.0,51.6,56.8,41.3,18.0,52.22,43.56,0.48,0.64,2.89,54.65,43.45,43.45,54.65,85.8,37.5,-47.4,16.0,1,False,True,False,20061109:-44.9%;20020516:-24.2%;20010427:-24.1%,1266,45.09,47.51,46.61,49.65,-3.3,-9.2,-11.7,周线偏空,1.98,-2.606,,True,88.1,32.62,-48.8,22.0,False,46.61,88.1,313195999.5,0.48,True,4,,双周期偏弱,
AI硬件,SZ,002886,沃特股份,20260924,25.51,-6.01,-2.5,-1.9,6.3,震荡,26.44,26.26,26.67,22.31,-4.3,14.3,4.6,0.948,1.169,-0.442,,"-0.285,-0.246,-0.326,-0.264,-0.442",True,42.4,51.3,58.9,60.0,56.7,29.0,29.44,23.89,0.69,0.76,14.88,30.84,23.85,23.85,30.84,30.84,15.5,-17.3,65.0,3,False,False,False,20210513:-42.7%;20180613:-35.0%,473,25.51,25.72,22.46,24.71,13.6,3.2,2.1,周线偏多,0.36,0.587,周金叉(3周前),True,34.75,15.5,-26.6,52.0,False,22.46,34.75,136074982.9,1.03,True,4,,周多日震(回踩确认),
AI硬件,SZ,002384,东山精密,20260924,185.99,-3.63,-3.9,-4.0,-7.3,空头,193.66,191.62,190.32,203.46,-2.3,-8.6,-0.3,-1.504,-2.247,1.487,,"2.616,2.842,3.289,2.794,1.487",False,37.4,44.7,40.8,51.7,19.1,32.0,202.27,178.38,0.69,1.0,2.88,208.5,176.75,176.75,208.5,280.08,161.8,-33.6,20.0,0,False,False,False,20180828:-33.0%;20140617:-49.4%;20120606:-49.8%,803,185.99,190.17,192.31,212.46,-3.3,-12.5,-10.4,周线偏空,11.072,-16.826,,True,280.08,161.8,-33.6,20.0,False,192.31,280.08,364062919.5,0.6,True,4,,双周期偏弱,
AI硬件,SH,688256,寒武纪,20260924,1091.48,-1.05,-1.3,4.6,4.1,震荡,1108.29,1093.93,1086.86,1156.9,0.4,-5.7,2.2,-1.235,-8.983,15.497,,"23.107,22.979,23.042,19.831,15.497",False,47.4,49.1,66.6,66.5,66.7,54.0,1145.81,1027.92,0.73,0.9,1.04,1154.79,998.88,998.88,1154.79,1569.97,950.0,-30.5,23.0,0,False,False,False,20260508:-34.8%,317,1091.48,1072.65,1102.22,1213.77,-1.0,-10.1,-9.0,周线偏空,22.824,-69.031,,True,1620.0,950.0,-32.6,21.0,False,1102.22,1620.0,60544344.1,0.46,True,4,,双周期偏弱,
AI硬件,SZ,002975,博杰股份,20260924,110.9,0.3,5.9,11.6,2.6,强多头,108.27,104.71,103.0,99.48,7.7,11.5,0.8,2.361,1.356,2.01,,"0.702,1.163,1.374,1.810,2.010",True,74.6,59.2,76.0,70.8,86.3,95.0,111.73,94.27,1.25,0.92,11.66,117.64,92.8,92.8,117.64,130.3,69.34,-14.9,68.0,1,True,False,False,20260511:-19.4%;20200707:-49.8%,341,110.9,102.13,96.7,110.84,14.7,0.1,-6.8,周线震荡,4.631,-3.946,,True,157.97,69.34,-29.8,47.0,False,96.7,157.97,67860798.9,0.72,True,4,,日强周平,
AI硬件,SZ,002837,英维克,20260924,57.22,-6.58,-7.3,-6.3,-13.3,震荡,61.1,60.97,62.89,60.73,-9.0,-5.8,0.7,-0.047,0.471,-1.037,,"-0.444,-0.395,-0.447,-0.503,-1.037",False,24.0,40.6,35.5,41.8,23.0,-1.0,68.41,57.38,1.03,0.73,4.5,70.62,57.0,57.0,70.62,78.5,45.82,-27.1,35.0,0,False,False,False,20260601:-24.7%;20250530:-23.8%;20240527:-23.7%,486,57.22,61.89,58.27,65.07,-1.8,-12.1,-7.0,周线偏空,-2.572,-1.2,,False,89.69,45.82,-36.2,26.0,False,58.27,89.69,253351680.0,0.55,True,4,,双周期偏弱,
AI硬件,SZ,300499,高澜股份,20260924,35.92,-0.28,-6.1,-1.7,14.0,震荡,36.6,36.89,35.36,31.89,1.6,12.7,5.0,1.544,1.699,-0.309,死叉(2日前),"0.817,0.530,0.197,-0.090,-0.309",True,44.9,55.8,51.3,62.4,29.2,56.0,39.69,31.03,0.53,0.71,7.31,39.58,29.98,29.98,39.58,43.43,23.2,-17.3,63.0,0,True,True,False,20200623:-32.7%;20190621:-32.0%;20160908:-45.1%,544,35.92,34.49,31.16,34.6,15.3,3.8,-0.8,周线震荡,-0.219,0.576,周金叉(2周前),False,48.04,23.2,-25.2,51.0,False,31.16,48.04,144532767.6,0.7,True,4,,双周期震荡,
AI硬件,SZ,000636,风华高科,20260924,56.02,-4.63,-1.1,10.1,3.5,震荡,57.99,57.76,54.52,54.47,2.7,2.8,2.5,0.94,0.469,0.942,,"1.711,1.784,1.546,1.438,0.942",True,46.2,50.9,51.9,65.3,25.0,60.0,61.97,47.08,0.66,0.97,7.0,61.75,47.97,47.97,61.75,68.68,37.69,-18.4,59.0,1,False,False,False,20060406:-26.2%;20000912:-33.2%;19990909:-33.2%,1471,56.02,54.81,53.93,54.93,3.9,2.0,-5.2,周线震荡,6.437,-2.469,,True,84.0,24.52,-33.3,53.0,False,53.93,84.0,766846770.0,0.6,True,4,,双周期震荡,
AI硬件,SZ,300285,国瓷材料,20260924,70.0,1.45,5.9,16.0,-0.0,多头,67.95,66.93,65.11,66.79,7.5,4.8,0.8,0.554,-0.221,1.549,,"1.271,1.329,1.159,1.360,1.549",True,70.3,57.3,71.2,70.1,73.3,87.0,71.66,58.56,1.73,1.12,16.06,75.4,58.41,58.41,75.4,96.0,47.77,-27.1,46.0,0,False,False,False,20190403:-33.4%;20170606:-49.3%;20150612:-47.6%,729,70.0,65.84,65.82,66.6,6.4,5.1,-8.9,周线震荡,6.501,-3.173,,True,112.88,36.27,-38.0,44.0,False,65.82,112.88,558423894.5,0.68,True,4,,双周期震荡,
AI硬件,SZ,300408,三环集团,20260924,123.31,-5.44,-3.7,4.8,9.6,震荡,128.8,127.83,120.37,118.57,2.4,4.0,3.9,3.234,2.382,1.706,,"4.344,3.987,3.483,3.070,1.706",True,41.0,51.7,52.2,67.6,21.4,59.0,136.51,104.24,0.93,0.96,2.38,139.5,106.1,106.1,139.5,154.19,86.03,-20.0,55.0,0,False,False,False,20160418:-51.2%;20150522:-48.0%,603,123.31,119.85,118.22,123.09,4.3,0.2,-3.6,周线震荡,11.152,-4.812,,True,180.35,81.85,-31.6,42.0,False,118.22,180.35,304954057.0,0.6,True,4,,双周期震荡,
AI硬件,SH,603738,泰晶科技,20260924,37.8,-1.12,3.2,6.5,-10.2,震荡,38.07,37.04,36.85,37.27,2.6,1.4,-0.2,0.131,-0.16,0.58,,"0.361,0.581,0.606,0.642,0.580",True,56.5,52.3,77.2,73.8,84.1,66.0,39.88,33.82,1.09,0.96,7.48,42.52,33.41,33.41,42.52,57.94,26.63,-34.8,36.0,0,False,False,False,20230607:-28.8%;20220608:-28.6%;20180521:-28.9%,511,37.8,37.05,35.9,43.09,5.3,-12.3,-12.9,周线震荡,1.135,-3.09,,True,69.35,26.63,-45.5,26.0,False,35.9,69.35,189233471.0,0.52,True,4,,双周期震荡,
AI硬件,SH,515880,N/A,20260924,6.79,-3.14,-1.0,1.2,0.1,震荡,7.01,6.86,6.74,6.78,0.7,0.1,1.5,0.07,0.035,0.069,,"0.098,0.122,0.125,0.112,0.069",True,43.4,50.0,62.2,68.4,49.8,56.0,7.15,6.34,0.02,0.71,0.07,7.28,6.34,6.34,7.28,8.28,5.42,-18.0,48.0,0,True,False,False,20260706:-49.5%;20260203:-66.0%,362,6.79,6.73,6.62,7.31,2.6,-7.2,-6.1,周线震荡,0.12,-0.285,,True,9.54,5.42,-28.8,33.0,False,6.62,9.54,5355734896.1,1.35,True,4,,双周期震荡,
AI硬件,SZ,301526,国际复材,20260924,29.21,-3.63,-9.2,-0.7,-6.2,空头,30.6,31.06,29.65,32.55,-1.5,-10.3,-0.1,-0.343,-0.537,0.388,,"1.097,1.016,0.885,0.681,0.388",False,32.0,43.4,34.3,49.3,4.2,44.0,33.29,26.01,0.55,0.84,5.81,34.79,26.08,26.08,34.79,50.41,24.05,-42.1,20.0,0,False,True,False,,142,29.21,29.53,31.33,31.78,-6.8,-8.1,-14.0,周线偏空,3.44,-2.887,,True,54.1,16.52,-46.0,34.0,False,31.33,54.1,944728822.0,0.47,True,4,,双周期偏弱,
AI硬件,SH,600641,先导基电,20260924,51.56,7.87,40.1,71.6,51.6,强多头,44.03,38.29,35.04,34.08,47.2,51.3,9.2,3.491,1.39,4.202,,"1.274,1.803,2.545,3.387,4.202",True,94.4,81.0,94.4,86.9,109.3,118.0,47.19,22.88,2.2,1.62,16.71,52.58,28.1,28.1,52.58,52.58,22.35,-1.9,97.0,2,False,False,False,20200727:-15.2%;20180809:-14.4%;20090608:-46.2%,1641,51.56,36.52,33.72,33.46,52.9,54.1,-3.7,周线多头,3.852,1.364,周金叉(1周前),True,50.99,22.35,1.1,102.0,True,33.72,50.99,346818247.8,1.35,True,4,,日周共振向上,
AI硬件,SZ,002938,鹏鼎控股,20260924,82.94,-5.95,-8.6,-9.7,-7.0,震荡,88.15,89.1,88.95,91.27,-6.8,-9.1,-0.0,-0.93,-0.623,-0.616,死叉(1日前),"0.656,0.662,0.483,0.221,-0.616",False,22.5,38.6,18.5,30.6,-5.7,-3.0,94.63,83.28,1.23,1.0,1.19,97.0,82.48,82.48,97.0,107.89,76.05,-23.1,22.0,0,False,False,False,,410,82.94,87.59,89.38,95.82,-7.2,-13.4,-5.4,周线偏空,4.29,-5.708,,True,123.1,71.68,-32.6,22.0,False,89.38,123.1,124268757.8,0.71,True,4,,双周期偏弱,
AI硬件,SH,688630,芯碁微装,20260924,418.0,-5.15,-3.1,2.1,-4.7,震荡,429.82,423.01,412.85,412.96,1.2,1.2,0.1,4.806,2.933,3.745,,"6.996,5.779,5.305,6.358,3.745",True,45.9,50.2,68.5,72.7,60.0,57.0,447.21,378.49,0.77,1.03,2.22,448.88,366.58,366.58,448.88,525.0,297.57,-20.4,53.0,0,False,False,False,,281,418.0,409.95,405.93,402.97,3.0,3.7,-4.7,周线多头,43.944,-16.689,,True,577.66,246.65,-27.6,52.0,False,405.93,577.66,26338149.2,0.57,True,4,,周多日震(回踩确认),
AI硬件,SZ,000657,中钨高新,20260924,57.18,-3.35,-6.1,-3.8,-15.3,空头,59.77,60.17,60.69,63.59,-5.8,-10.1,-2.4,-1.342,-1.257,-0.169,死叉(1日前),"0.445,0.400,0.346,0.176,-0.169",False,26.9,40.0,36.7,49.8,10.5,12.0,65.3,56.08,0.62,1.0,2.49,69.4,56.3,56.3,69.4,96.53,47.47,-40.8,20.0,0,False,False,False,20230609:-23.0%;20180702:-28.4%;20130208:36.5%,1307,57.18,60.37,61.03,68.47,-6.3,-16.5,-12.8,周线偏空,1.699,-5.506,,True,113.99,47.47,-49.8,15.0,False,61.03,113.99,395580844.5,0.58,True,4,,双周期偏弱,
AI硬件,SZ,002080,中材科技,20260924,57.2,-5.77,-2.5,12.5,9.0,震荡,61.37,57.95,54.28,55.91,5.4,2.3,5.0,1.868,0.833,2.07,,"2.567,3.500,3.428,2.970,2.070",True,47.4,52.6,67.9,74.7,54.5,65.0,64.13,44.43,1.13,1.63,4.01,66.24,47.0,47.0,66.24,89.78,40.06,-36.3,34.0,1,False,False,False,20190523:-25.4%;20180515:-39.0%;20110517:-50.8%,992,57.2,53.76,52.95,62.57,8.0,-8.6,-15.0,周线震荡,0.752,-3.406,,True,102.22,40.06,-44.0,28.0,False,52.95,102.22,271860011.2,1.38,True,4,,双周期震荡,
AI硬件,SZ,002008,大族激光,20260924,89.09,-4.18,-6.0,-6.0,-1.0,震荡,94.5,94.16,93.67,98.81,-4.9,-9.8,1.9,-0.566,-0.626,0.121,,"2.172,2.007,1.523,0.991,0.121",False,31.6,42.5,36.0,52.6,2.9,10.0,99.34,88.0,0.7,0.95,3.39,101.06,85.73,85.73,101.06,140.68,80.32,-36.7,15.0,1,True,False,False,20110615:-34.2%;20080425:-37.0%;20070514:-36.9%,1125,89.09,91.37,93.28,112.46,-4.5,-20.8,-13.4,周线偏空,1.363,-9.712,,True,168.08,80.32,-47.0,10.0,False,93.28,168.08,228160471.5,0.7,True,4,,双周期偏弱,
AI硬件,SZ,301200,大族数控,20260924,243.52,-5.24,-5.9,-6.7,-13.8,空头,258.51,259.03,262.35,273.45,-7.2,-10.9,-1.4,-4.976,-4.012,-1.929,死叉(2日前),"0.864,0.826,0.442,-0.002,-1.929",False,28.1,39.6,29.2,41.0,5.6,-14.0,277.09,247.6,1.12,1.21,0.69,282.66,243.2,243.2,282.66,363.63,205.09,-33.0,24.0,0,False,False,False,,234,243.52,259.33,264.59,280.91,-8.0,-13.3,-9.5,周线偏空,17.215,-20.031,,True,395.36,176.37,-38.4,31.0,False,264.59,395.36,15908810.8,0.74,True,4,,双周期偏弱,
AI硬件,SZ,001309,德明利,20260924,394.43,-3.87,-0.6,-5.7,-8.2,震荡,408.88,401.89,408.02,472.38,-3.3,-16.5,0.1,-8.413,-11.567,6.308,,"7.424,8.769,8.980,8.727,6.308",False,37.9,43.2,50.3,50.1,50.6,23.0,433.46,382.59,0.7,0.92,4.67,448.25,381.0,381.0,448.25,954.19,334.0,-58.7,10.0,0,False,False,False,20250710:-28.7%;20240426:-22.8%;20230713:-28.3%,217,394.43,406.12,404.18,559.86,-2.4,-29.5,-27.9,周线偏空,-14.576,-67.423,,False,980.0,334.0,-59.8,9.0,False,404.18,980.0,84433562.6,0.45,True,4,,双周期偏弱,
AI硬件,SH,600522,中天科技,20260924,34.8,-2.74,-4.4,4.5,-3.5,震荡,36.08,35.49,34.5,35.17,0.9,-1.1,1.6,0.414,0.16,0.508,,"0.867,0.972,0.980,0.793,0.508",True,43.6,49.8,59.6,70.7,37.6,55.0,37.36,31.64,0.59,1.09,3.52,38.48,31.5,31.5,38.48,52.5,27.02,-33.7,31.0,0,False,False,False,20160630:-59.8%;20120510:-44.4%;20060619:-23.9%,1201,34.8,34.4,33.46,40.19,4.0,-13.4,-13.9,周线震荡,0.53,-2.723,,True,68.1,27.02,-48.9,19.0,False,33.46,68.1,1144944052.0,0.71,True,4,,双周期震荡,
AI硬件,SH,601138,工业富联,20260924,61.0,-3.14,-0.4,-4.6,-4.5,震荡,62.72,62.36,63.23,62.95,-3.5,-3.1,0.5,-0.364,-0.248,-0.232,,"-0.392,-0.164,-0.047,-0.008,-0.232",False,35.5,44.0,37.5,40.3,32.0,12.0,66.16,60.3,0.76,0.88,0.34,66.88,60.4,60.4,66.88,71.0,53.22,-14.1,44.0,0,False,False,False,,425,61.0,63.1,62.97,65.95,-3.1,-7.5,-1.2,周线偏空,0.488,-1.58,,True,84.95,53.22,-28.2,25.0,False,62.97,84.95,593431584.0,0.47,True,4,,双周期偏弱,
AI硬件,SZ,002415,海康威视,20260924,32.63,-1.45,0.6,-2.6,-7.5,空头,32.89,32.87,33.81,34.85,-3.5,-6.4,-1.3,-0.637,-0.596,-0.083,,"-0.366,-0.321,-0.190,-0.096,-0.083",False,35.8,37.6,42.4,37.4,52.6,24.0,36.06,31.57,0.51,0.85,0.27,36.18,32.1,32.1,36.18,39.18,32.1,-16.7,7.0,0,False,False,False,20170516:-34.1%;20160518:-34.7%;20130710:-50.0%,829,32.63,33.76,34.84,33.63,-6.4,-3.0,-0.4,周线偏空,0.443,-0.621,周死叉(3周前),True,39.18,29.76,-16.7,30.0,False,34.84,39.18,397406904.5,0.41,True,4,,双周期偏弱,
AI硬件,SZ,301128,强瑞技术,20260924,117.7,-2.57,-5.0,7.0,-2.1,震荡,121.19,117.31,117.86,115.65,-0.1,1.8,2.1,1.529,1.087,0.884,,"1.619,1.796,1.752,1.522,0.884",True,46.5,50.7,68.2,66.1,72.4,49.0,129.72,106.01,0.48,0.71,3.02,129.42,103.48,103.48,129.42,158.84,84.0,-25.9,45.0,0,False,True,False,20260519:-29.5%;20250523:-29.2%,249,117.7,115.65,110.8,128.88,6.2,-8.7,-8.1,周线震荡,2.09,-6.681,,True,191.8,84.0,-38.6,31.0,False,110.8,191.8,36113657.5,0.55,True,4,,双周期震荡,
AI硬件,SH,601133,柏诚股份,20260924,25.05,-3.73,6.0,7.2,-7.6,震荡,25.56,24.41,24.29,27.13,3.1,-7.7,-0.1,-0.214,-0.578,0.73,,"0.530,0.721,0.708,0.816,0.730",False,53.5,50.3,69.9,65.6,78.6,68.0,26.4,22.18,1.82,1.87,4.0,27.16,22.08,22.08,27.16,39.0,21.54,-35.8,20.0,1,False,False,False,20230411:-13.3%,177,25.05,24.6,25.36,28.6,-1.2,-12.4,-15.1,周线偏空,0.542,-2.152,,True,45.7,21.54,-45.2,15.0,False,25.36,45.7,62018431.6,1.48,True,4,,双周期偏弱,
AI硬件,SH,603929,亚翔集成,20260924,154.2,-2.85,-2.8,-3.6,-8.2,空头,159.19,157.41,157.84,169.99,-2.3,-9.3,-0.9,-2.232,-2.862,1.259,,"2.239,2.230,2.224,2.018,1.259",False,37.2,43.4,53.0,56.7,45.7,27.0,165.73,149.95,0.63,0.97,1.05,171.97,148.5,148.5,171.97,248.29,135.13,-37.9,17.0,0,False,False,False,,499,154.2,157.5,159.61,180.02,-3.4,-14.3,-14.0,周线偏空,0.007,-13.685,,True,285.0,135.13,-45.9,13.0,False,159.61,285.0,27620662.5,0.47,True,4,,双周期偏弱,
AI硬件,SH,603163,圣晖集成,20260924,82.0,-1.8,0.6,-1.5,2.1,震荡,83.34,81.77,81.03,85.37,1.2,-3.9,1.0,-0.096,-0.623,1.053,,"1.317,1.415,1.375,1.330,1.053",False,48.4,49.3,53.1,47.2,65.0,59.0,86.44,75.62,0.6,0.86,1.75,92.37,75.6,75.6,92.37,130.7,66.44,-37.3,24.0,1,False,False,False,20230615:-22.8%,203,82.0,80.7,80.17,95.7,2.3,-14.3,-14.5,周线震荡,-4.196,-5.239,,False,157.0,66.44,-47.8,17.0,False,80.17,157.0,15584627.5,0.57,True,4,,双周期震荡,
AI硬件,SZ,301205,联特科技,20260924,308.0,-5.2,2.5,1.6,-6.5,多头,321.0,303.62,302.38,277.0,1.9,11.2,0.9,7.486,5.94,3.093,金叉(4日前),"-0.270,2.237,4.441,5.165,3.093",True,48.9,52.5,71.7,67.0,81.1,58.0,335.52,269.24,0.71,0.89,5.41,340.88,269.03,269.03,340.88,340.88,153.0,-9.6,82.0,0,False,False,False,20230630:-46.4%,206,308.0,305.08,286.47,289.83,7.5,6.3,4.5,周线偏多,20.702,-1.643,,True,378.0,153.0,-18.5,69.0,False,286.47,378.0,43322746.9,0.43,True,4,,日周共振向上,
AI硬件,SZ,300395,菲利华,20260924,95.56,-2.95,-0.4,-4.9,6.8,震荡,95.78,96.09,95.2,90.84,0.4,5.2,2.4,1.472,1.48,-0.018,死叉(1日前),"0.233,-0.088,0.031,0.253,-0.018",True,48.6,52.0,43.0,44.7,39.6,53.0,100.62,89.77,0.68,0.92,3.27,102.99,87.56,87.56,102.99,119.88,69.8,-20.3,51.0,0,False,False,False,20220602:-33.6%;20170427:-32.7%;20160530:-37.1%,617,95.56,92.83,88.57,105.46,7.9,-9.4,-7.1,周线震荡,-3.668,-2.76,,False,153.58,69.8,-37.8,31.0,False,88.57,153.58,122957566.2,0.69,True,4,,双周期震荡,
AI硬件,SZ,002050,三花智控,20260924,36.08,0.25,4.2,1.7,-2.0,震荡,35.95,35.15,35.58,37.9,1.4,-4.8,-0.2,-0.456,-0.712,0.511,金叉(5日前),"0.023,0.257,0.409,0.471,0.511",False,61.5,49.7,64.3,53.4,86.1,65.0,37.21,33.96,1.26,1.18,1.39,37.25,33.28,33.28,37.25,49.41,33.28,-27.0,17.0,0,False,False,False,20200603:-23.1%;20190510:-21.6%;20150421:-49.7%,1051,36.08,35.58,36.46,41.43,-1.0,-12.9,-8.0,周线偏空,-2.862,-1.214,,False,56.0,33.28,-35.6,12.0,False,36.46,56.0,256654832.8,0.73,True,4,,双周期偏弱,
AI硬件,SH,688126,沪硅产业,20260924,24.8,-0.32,4.7,10.8,-1.7,多头,24.7,23.7,23.53,26.26,5.4,-5.6,0.1,-0.185,-0.579,0.788,,"0.518,0.668,0.753,0.799,0.788",False,72.6,54.2,80.9,73.8,95.0,81.0,25.56,21.5,1.46,1.2,2.46,25.74,21.48,21.48,25.74,40.35,21.48,-38.5,18.0,0,False,False,False,,328,24.8,23.69,24.49,27.36,1.3,-9.4,-13.6,周线震荡,0.045,-1.48,,True,43.87,21.08,-43.5,16.0,False,24.49,43.87,374662352.8,0.58,True,4,,双周期震荡,
AI硬件,SH,688783,西安奕材,20260924,29.91,-0.3,6.9,13.2,-6.5,震荡,29.69,28.35,28.41,33.6,5.3,-11.0,-1.4,-0.605,-1.181,1.152,,"0.712,0.885,1.040,1.137,1.152",False,68.0,51.5,77.7,69.7,93.6,75.0,31.45,25.37,1.97,1.35,15.24,32.28,24.97,24.97,32.28,59.75,24.02,-49.9,16.0,0,False,False,False,,47,29.91,28.66,29.79,36.79,0.4,-18.7,-22.3,周线震荡,-0.654,-3.172,,False,66.83,24.02,-55.2,14.0,False,29.79,66.83,149238322.1,0.74,True,4,,双周期震荡,
AI硬件,SZ,300088,长信科技,20260924,7.15,-2.85,-0.8,2.0,0.7,震荡,7.26,7.14,7.06,7.31,1.2,-2.2,0.7,-0.005,-0.054,0.098,,"0.104,0.116,0.116,0.125,0.098",False,48.1,49.3,69.0,69.0,68.9,62.0,7.42,6.71,0.77,1.03,3.14,7.51,6.68,6.68,7.51,10.48,6.02,-31.8,25.0,0,False,False,False,20170928:-49.9%;20150921:-51.2%;20130613:-27.1%,749,7.15,7.0,7.1,7.76,0.7,-7.9,-10.8,周线震荡,-0.018,-0.312,,False,12.35,6.02,-42.1,18.0,False,7.1,12.35,627124797.5,0.67,True,4,,双周期震荡,
AI硬件,SH,688008,澜起科技,20260924,214.5,-3.97,10.4,9.8,-3.0,多头,214.47,203.1,200.11,213.79,7.2,0.3,1.6,1.762,-2.155,7.833,,"2.821,4.568,7.013,8.450,7.833",True,61.0,55.4,71.6,68.3,78.4,83.0,221.95,178.27,0.81,1.33,2.27,233.19,183.21,183.21,233.19,297.96,180.25,-28.0,29.0,0,False,False,False,,368,214.5,201.94,207.62,228.17,3.3,-6.0,-8.1,周线震荡,6.034,-12.688,,True,332.9,180.25,-35.6,22.0,False,207.62,332.9,198366267.8,0.88,True,4,,双周期震荡,
AI硬件,SH,688146,中船特气,20260924,212.99,-2.03,-5.7,-5.3,-17.6,空头,224.45,225.62,230.3,260.63,-7.5,-18.3,-2.9,-11.005,-11.054,0.098,,"2.884,4.186,2.002,1.089,0.098",False,34.0,39.2,22.2,34.9,-3.1,11.0,252.34,208.26,0.67,1.27,5.48,263.8,212.56,212.56,263.8,370.0,161.37,-42.4,25.0,0,False,False,False,,177,212.99,230.94,254.64,257.76,-16.4,-17.4,-12.2,周线偏空,30.588,-29.98,,True,416.99,75.1,-48.9,40.0,False,254.64,416.99,84892556.5,0.68,True,4,,双周期偏弱,
